Team,Year,Week,Opponent,TotalDVOA,OffenseDVOA,OffPassDVOA,OffRushDVOA,DefenseDVOA,DefPassDVOA,DefRushDVOA,STDVOA
BAL,2017,15,CLE,0.394,0.086,0.137,0.119,-0.212,-0.434,0.18,0.096
BUF,2017,15,MIA,0.302,0.21,0.257,0.165,-0.112,-0.239,0.14,-0.02
CAR,2017,15,GB,0.433,0.481,0.86,0.162,0.08,0.019,0.196,0.032
CHI,2017,15,DET,-0.4,-0.314,-0.15,-0.481,0.013,0.08,-0.134,-0.073
CIN,2017,15,MIN,-0.828,-0.697,-0.8,-0.44,0.024,0.018,0.028,-0.108
CLE,2017,15,BAL,-0.336,-0.28,-0.601,0.364,0.153,0.379,-0.104,0.097
DAL,2017,15,OAK,-0.029,-0.085,-0.365,0.112,-0.014,0.069,-0.132,0.042
DEN,2017,15,IND,-0.026,0.041,0.277,0.039,-0.031,0.012,-0.087,-0.098
DET,2017,15,CHI,0.135,0.047,0.195,-0.292,0.009,0.129,-0.241,0.096
GB,2017,15,CAR,-0.21,0.196,0.097,0.484,0.436,0.9,0.034,0.029
HOU,2017,15,JAC,-0.868,-0.421,-0.247,-0.271,0.412,0.932,0.029,-0.035
IND,2017,15,DEN,-0.232,-0.043,-0.146,0.09,0.283,0.663,0.038,0.094
JAC,2017,15,HOU,0.843,0.323,1.065,-0.054,-0.369,-0.636,-0.024,0.151
KC,2017,15,SD,0.573,0.361,0.612,0.271,-0.198,-0.468,0.144,0.014
LARM,2017,15,SEA,0.942,0.031,0.009,0.131,-0.637,-1.097,0.129,0.274
MIA,2017,15,BUF,-0.33,-0.237,-0.293,-0.07,0.237,0.452,0.032,0.143
MIN,2017,15,CIN,0.816,0.003,0.357,-0.116,-0.672,-0.91,-0.388,0.141
NE,2017,15,PIT,0.307,0.358,0.394,0.514,0.109,0.178,0.04,0.058
NO,2017,15,NYJ,0.182,0.094,0.015,0.184,0.017,-0.094,0.148,0.105
NYG,2017,15,PHI,-0.016,0.288,0.514,-0.102,0.105,0.294,-0.147,-0.199
NYJ,2017,15,NO,0.037,-0.006,-0.043,0.04,-0.118,-0.133,-0.1,-0.075
OAK,2017,15,DAL,0.08,-0.03,0.241,-0.143,-0.17,-0.211,-0.141,-0.06
PHI,2017,15,NYG,-0.051,0.128,0.485,-0.217,0.21,0.387,-0.155,0.031
PIT,2017,15,NE,0.208,0.208,0.392,0.087,0.042,-0.075,0.263,0.042
SD,2017,15,KC,-0.302,-0.145,-0.217,0.016,0.164,0.218,0.113,0.008
SEA,2017,15,LARM,-0.843,-0.621,-0.792,-0.188,-0.04,-0.269,0.093,-0.262
SF,2017,15,TEN,0.185,0.216,0.655,-0.528,0.169,0.563,-0.208,0.137
TB,2017,15,ATL,0.263,0.368,0.811,-0.091,0.054,0.109,0.016,-0.051
TEN,2017,15,SF,0.026,0.138,0.435,-0.14,0.217,0.673,-0.577,0.105
WAS,2017,15,ARI,0.404,0.099,0.644,-0.407,-0.272,-0.613,0.153,0.033
ARI,2017,16,NYG,0.04,-0.279,-0.013,-0.545,-0.303,-0.208,-0.512,0.016
ATL,2017,16,NO,-0.018,-0.144,0.303,-0.625,-0.174,0.11,-0.416,-0.048
BAL,2017,16,IND,-0.277,-0.036,0.061,-0.013,0.116,0.347,-0.163,-0.124
BUF,2017,16,NE,-0.467,-0.195,-0.212,-0.169,0.267,0.215,0.309,-0.005
CAR,2017,16,TB,0.134,-0.146,-0.311,-0.013,-0.046,0.265,-0.423,0.234
CHI,2017,16,CLE,0.039,-0.083,-0.089,0.076,-0.113,-0.146,-0.054,0.009
CIN,2017,16,DET,0.097,0.071,0.197,0.046,-0.045,-0.237,0.218,-0.018
CLE,2017,16,CHI,-0.309,-0.231,-0.421,0.093,0.07,0.191,-0.028,-0.008
DAL,2017,16,SEA,-0.214,-0.221,-0.53,0.106,-0.109,0.069,-0.25,-0.102
DEN,2017,16,WAS,-0.385,-0.23,-0.617,0.148,0.18,0.462,-0.189,0.025
DET,2017,16,CIN,-0.266,-0.135,-0.139,0.108,0.159,0.199,0.107,0.028
GB,2017,16,MIN,-0.093,-0.298,-0.534,0.144,-0.156,-0.161,-0.151,0.049
HOU,2017,16,PIT,-0.798,-0.503,-1.076,-0.069,0.198,0.338,0.036,-0.096
IND,2017,16,BAL,0.13,0.16,0.421,-0.158,0.083,0.326,-0.195,0.054
JAC,2017,16,SF,-0.267,0.021,0.273,-0.035,0.215,0.387,0.063,-0.073
KC,2017,16,MIA,-0.242,0.066,0.306,-0.101,0.369,0.532,0.068,0.062
LARM,2017,16,TEN,0.032,0.199,0.451,-0.086,-0.083,0.112,-0.327,-0.25
MIA,2017,16,KC,0,0.001,0.176,-0.171,-0.046,0.19,-0.279,-0.047
MIN,2017,16,GB,0.364,-0.056,0.028,-0.074,-0.431,-0.6,-0.108,-0.01
NE,2017,16,BUF,0.649,0.524,0.681,0.403,-0.025,0.039,-0.125,0.1
NO,2017,16,ATL,0.312,-0.092,0.31,-0.435,-0.287,-0.123,-0.526,0.116
NYG,2017,16,ARI,-0.349,-0.381,-0.308,-0.538,-0.102,-0.039,-0.183,-0.071
NYJ,2017,16,SD,-0.147,-0.163,-0.191,-0.139,-0.014,0.069,-0.11,0.001
OAK,2017,16,PHI,0.046,-0.491,-0.759,-0.212,-0.537,-0.598,-0.436,0
PHI,2017,16,OAK,-0.046,-0.569,-0.617,-0.409,-0.628,-1.028,-0.346,-0.104
PIT,2017,16,HOU,1.05,0.425,0.618,0.207,-0.465,-1.103,0.037,0.16
SD,2017,16,NYJ,0.146,0.051,0.23,-0.073,-0.128,-0.265,-0.009,-0.033
SEA,2017,16,DAL,0.066,-0.217,0.147,-0.497,-0.273,-0.477,-0.066,0.009
SF,2017,16,JAC,0.286,0.352,0.773,0.123,0.124,0.241,-0.048,0.058
TB,2017,16,CAR,-0.244,-0.08,0.484,-0.424,-0.074,-0.063,-0.085,-0.238
TEN,2017,16,LARM,-0.033,-0.023,0.328,-0.308,0.045,0.287,-0.318,0.035
WAS,2017,16,DEN,0.318,0.127,0.387,-0.064,-0.076,-0.445,0.304,0.115
ARI,2017,17,SEA,0.002,-0.086,-0.121,0.072,-0.115,0.16,-0.422,-0.027
ATL,2017,17,CAR,0.333,-0.031,0.33,-0.42,-0.291,-0.31,-0.269,0.073
BAL,2017,17,CIN,-0.074,-0.161,-0.292,0.122,0.17,0.281,-0.008,0.258
BUF,2017,17,MIA,0.027,0.135,0.284,0.009,0.109,0.128,0.076,0.002
CAR,2017,17,ATL,-0.504,-0.636,-0.514,-0.579,-0.118,0.091,-0.457,0.014
CHI,2017,17,MIN,-0.284,-0.306,-0.139,-0.571,0.127,0.125,0.129,0.149
CIN,2017,17,BAL,0.179,0.344,0.553,0.016,-0.077,-0.135,0.018,-0.243
CLE,2017,17,PIT,0.021,0.002,0.123,-0.061,-0.163,-0.302,-0.022,-0.144
DAL,2017,17,PHI,0.391,0.174,0.421,-0.024,-0.27,-0.454,0.022,-0.054
DEN,2017,17,KC,0.015,-0.042,0.007,-0.088,0.017,-0.003,0.044,0.074
DET,2017,17,GB,0.64,0.227,0.561,-0.189,-0.347,-0.386,-0.301,0.067
GB,2017,17,DET,-0.9,-0.542,-0.67,-0.323,0.321,0.675,-0.1,-0.038
HOU,2017,17,IND,-0.299,-0.183,-0.252,-0.123,0.054,-0.073,0.152,-0.062
IND,2017,17,HOU,0.201,-0.072,-0.313,0.182,-0.124,-0.021,-0.216,0.149
JAC,2017,17,TEN,-0.44,-0.465,-0.648,-0.242,-0.226,-0.025,-0.328,-0.201
KC,2017,17,DEN,0.028,0.142,0.106,0.258,0.148,0.299,0.003,0.034
LARM,2017,17,SF,-0.959,-0.65,-1.088,-0.019,0.345,0.284,0.416,0.036
MIA,2017,17,BUF,-0.183,0.01,0.15,-0.074,0.236,0.5,0.004,0.043
MIN,2017,17,CHI,0.381,0.228,0.391,0.151,-0.281,-0.096,-0.655,-0.129
NE,2017,17,NYJ,0.427,0.169,0.213,0.13,-0.147,0.011,-0.519,0.112
NO,2017,17,TB,0.451,0.149,0.326,0.021,-0.061,-0.13,0.041,0.241
NYG,2017,17,WAS,0.415,-0.162,-0.44,0.098,-0.666,-1.041,0.045,-0.089
NYJ,2017,17,NE,-0.316,-0.393,-0.151,-0.814,-0.132,-0.13,-0.134,-0.055
OAK,2017,17,SD,-0.186,0.052,0.472,-0.336,0.291,0.633,-0.089,0.053
PHI,2017,17,DAL,-0.136,-0.297,-0.393,-0.048,-0.145,0.112,-0.367,0.016
PIT,2017,17,CLE,-0.026,-0.173,-0.494,0.154,0.065,0.213,-0.124,0.211
SD,2017,17,OAK,0.442,0.358,0.943,-0.157,-0.101,0.116,-0.303,-0.018
SEA,2017,17,ARI,0.217,0.074,0.522,-0.307,0.018,-0.086,0.125,0.16
SF,2017,17,LARM,1.202,0.571,0.664,0.468,-0.549,-0.929,-0.085,0.082
TB,2017,17,NO,0.021,0.151,0.326,-0.014,-0.004,0.142,-0.159,-0.134
TEN,2017,17,JAC,0.43,-0.13,0.362,-0.362,-0.491,-0.614,-0.333,0.069
WAS,2017,17,NYG,-0.588,-0.783,-1.175,-0.002,-0.095,-0.525,0.234,0.1
ARI,2018,1,WAS,-0.509,-0.43,-0.64,0.091,0.19,0.559,-0.074,0.11
ATL,2018,1,PHI,-0.297,-0.541,-0.719,-0.112,-0.206,-0.523,0.157,0.038
BAL,2018,1,BUF,0.731,0.295,0.926,-0.204,-0.503,-0.588,-0.375,-0.067
BUF,2018,1,BAL,-1.187,-0.835,-1.075,-0.333,0.258,0.482,0.011,-0.094
CAR,2018,1,DAL,0.264,0.102,0.023,0.314,-0.118,-0.21,0.046,0.044
CHI,2018,1,GB,0.053,-0.262,-0.574,0.186,-0.259,-0.122,-0.551,0.056
CIN,2018,1,IND,0.324,0.052,0.034,0.174,-0.227,-0.166,-0.365,0.045
CLE,2018,1,PIT,-0.233,-0.344,-0.625,0.17,-0.275,-0.464,-0.032,-0.163
DAL,2018,1,CAR,-0.296,-0.197,-0.314,0.16,-0.038,-0.041,-0.034,-0.137
DEN,2018,1,SEA,0.458,0.049,0.157,-0.006,-0.407,-0.303,-0.646,0.002
DET,2018,1,NYJ,-1.432,-0.676,-0.651,-0.567,0.317,0.523,0.157,-0.438
GB,2018,1,CHI,0.195,0.057,0.318,-0.125,-0.159,-0.415,0.212,-0.022
HOU,2018,1,NE,0.031,-0.288,-0.26,-0.09,-0.19,-0.042,-0.381,0.13
IND,2018,1,CIN,-0.29,-0.207,-0.121,-0.398,0.045,0.059,0.027,-0.038
JAC,2018,1,NYG,0.039,-0.225,-0.17,-0.055,-0.243,-0.215,-0.28,0.022
KC,2018,1,SD,0.604,0.437,0.91,-0.008,0.193,0.273,0.036,0.36
LARM,2018,1,OAK,0.34,0.298,0.283,0.319,-0.056,-0.227,0.19,-0.014
MIA,2018,1,TEN,0.17,-0.073,-0.012,-0.053,-0.368,-0.506,-0.205,-0.125
MIN,2018,1,SF,0.288,-0.198,0.1,-0.387,-0.462,-0.435,-0.495,0.024
NE,2018,1,HOU,0.199,0.097,0.267,-0.035,-0.183,-0.385,-0.004,-0.081
NO,2018,1,TB,-0.242,0.254,0.402,-0.048,0.48,1.124,-0.159,-0.016
NYG,2018,1,JAC,-0.264,-0.129,-0.05,-0.23,0.085,0.15,0.001,-0.049
NYJ,2018,1,DET,0.799,0.008,0.151,0.09,-0.467,-0.498,-0.341,0.324
OAK,2018,1,LARM,-0.245,-0.154,-0.124,0.071,0.107,0.2,-0.026,0.016
PHI,2018,1,ATL,0.312,-0.28,-0.572,0.041,-0.598,-0.833,-0.128,-0.006
PIT,2018,1,CLE,0.068,-0.158,-0.251,-0.042,-0.269,-0.586,0.068,-0.043
SD,2018,1,KC,0,0.438,0.736,-0.012,0.021,0.295,-0.24,-0.417
SEA,2018,1,DEN,-0.251,-0.249,0.006,-0.601,0.011,0.142,-0.14,0.009
SF,2018,1,MIN,-0.475,-0.528,-0.373,-0.657,-0.054,0.218,-0.346,-0.002
TB,2018,1,NO,0.12,0.537,1.178,-0.04,0.314,0.454,-0.096,-0.102
TEN,2018,1,MIA,-0.39,-0.514,-0.774,-0.215,0.005,0.118,-0.109,0.13
WAS,2018,1,ARI,-0.213,-0.011,0.285,-0.133,0.085,-0.077,0.392,-0.118
ARI,2018,2,LARM,-0.84,-0.724,-0.572,-0.617,-0.067,0.399,-0.413,-0.184
ATL,2018,2,CAR,-0.127,0.208,0.605,-0.128,0.342,0.437,0.123,0.007
BAL,2018,2,CIN,-0.307,-0.136,0.044,-0.244,0.187,0.525,-0.265,0.016
BUF,2018,2,SD,-0.362,-0.194,-0.231,0.025,0.089,0.486,-0.353,-0.079
CAR,2018,2,ATL,-0.173,0.039,0.212,0.199,0.264,0.719,-0.092,0.052
CHI,2018,2,SEA,0.347,-0.079,0.017,-0.113,-0.383,-0.524,-0.197,0.043
CIN,2018,2,BAL,0.413,0.353,0.839,-0.191,-0.04,0.072,-0.269,0.02
CLE,2018,2,NO,-0.118,-0.166,-0.019,-0.365,-0.299,-0.14,-0.524,-0.251
DAL,2018,2,NYG,0.302,0.15,-0.015,0.4,-0.177,-0.112,-0.307,-0.025
DEN,2018,2,OAK,-0.379,-0.106,-0.497,0.286,0.25,0.575,-0.125,-0.023
DET,2018,2,SF,-0.218,0.07,0.026,0.202,0.318,0.266,0.379,0.029
GB,2018,2,MIN,-0.133,0.151,0.466,-0.012,0.203,0.337,-0.123,-0.08
HOU,2018,2,TEN,0.295,0.191,0.519,0.003,-0.175,0.386,-0.427,-0.072
IND,2018,2,WAS,-0.192,-0.123,-0.017,-0.103,0.068,0.33,-0.423,-0.002
JAC,2018,2,NE,0.343,0.195,0.483,-0.088,-0.133,-0.045,-0.249,0.015
KC,2018,2,PIT,0.648,0.784,1.365,0.197,0.194,0.281,-0.144,0.057
LARM,2018,2,ARI,0.403,0.083,0.74,-0.308,-0.145,-0.109,-0.208,0.175
MIA,2018,2,NYJ,0.33,-0.07,-0.292,0.146,-0.267,-0.176,-0.448,0.133
MIN,2018,2,GB,-0.111,0.218,0.402,-0.22,0.023,0.086,-0.072,-0.306
NE,2018,2,JAC,-0.321,0.152,0.352,-0.108,0.42,0.677,-0.082,-0.054
NO,2018,2,CLE,0.066,-0.08,0.196,-0.489,-0.207,0.029,-0.513,-0.061
NYG,2018,2,DAL,-0.51,-0.168,-0.118,-0.156,0.349,0.288,0.405,0.007
NYJ,2018,2,MIA,-0.801,-0.785,-0.591,-0.899,-0.023,-0.145,0.095,-0.039
OAK,2018,2,DEN,0.237,0.313,0.857,-0.203,0.013,-0.163,0.193,-0.063
PHI,2018,2,TB,-0.364,-0.033,-0.054,0.096,0.208,0.733,-0.571,-0.123
PIT,2018,2,KC,-0.318,0.318,0.491,-0.195,0.498,0.928,-0.103,-0.138
SD,2018,2,BUF,0.491,0.335,1.177,-0.37,-0.038,0.009,-0.095,0.118
SEA,2018,2,CHI,0.101,-0.019,-0.051,0.089,-0.124,-0.074,-0.179,-0.005
SF,2018,2,DET,-0.028,0.106,0.123,0.178,0.088,0.081,0.112,-0.045
TB,2018,2,PHI,0.159,0.288,1.017,-0.586,0.089,0.052,0.147,-0.04
TEN,2018,2,HOU,-0.231,-0.016,0.435,-0.153,0.268,0.314,0.209,0.053
WAS,2018,2,IND,-0.007,-0.145,0.123,-0.454,-0.176,-0.257,-0.079,-0.037
ARI,2018,3,CHI,-0.024,-0.298,-0.158,-0.311,-0.306,-0.468,-0.136,-0.032
ATL,2018,3,NO,0.038,0.413,1,-0.637,0.228,0.316,0.106,-0.147
BAL,2018,3,DEN,0.203,0.16,0.431,0.007,-0.146,-0.216,-0.061,-0.103
BUF,2018,3,MIN,0.253,-0.216,-0.346,0.024,-0.329,-0.327,-0.349,0.141
CAR,2018,3,CIN,0.068,0.182,0.113,0.225,0.11,0.106,0.121,-0.003
CHI,2018,3,ARI,-0.348,-0.368,-0.424,-0.193,-0.082,0.092,-0.315,-0.063
CIN,2018,3,CAR,0.038,0.134,0.094,0.243,0.065,0.134,0.02,-0.031
CLE,2018,3,NYJ,-0.125,-0.251,-0.473,-0.019,-0.216,-0.463,-0.007,-0.09
DAL,2018,3,SEA,-0.338,-0.441,-0.874,0.401,-0.041,0.259,-0.266,0.062
DEN,2018,3,BAL,-0.061,-0.009,-0.176,0.191,0.044,0.15,-0.108,-0.007
DET,2018,3,NE,0.395,0.07,0.307,-0.195,-0.322,-0.525,-0.13,0.003
GB,2018,3,WAS,-0.327,0.124,0.142,0.212,0.48,0.899,0.193,0.029
HOU,2018,3,NYG,-0.218,-0.112,0.335,-0.456,0.24,0.583,-0.205,0.134
IND,2018,3,PHI,0.128,-0.126,-0.068,-0.123,-0.127,-0.305,0.063,0.127
JAC,2018,3,TEN,-0.049,-0.273,-0.39,0.055,-0.207,-0.129,-0.259,0.017
KC,2018,3,SF,0.062,0.32,0.716,0.003,0.3,0.203,0.397,0.042
LARM,2018,3,SD,0.431,0.519,0.701,0.357,-0.06,-0.271,0.227,-0.148
MIA,2018,3,OAK,0.537,0.598,1.407,-0.539,0.11,0.217,-0.024,0.048
MIN,2018,3,BUF,-0.462,-0.311,-0.306,-0.37,0.125,0.326,-0.011,-0.026
NE,2018,3,DET,-0.43,-0.244,-0.486,-0.005,0.164,0.368,-0.058,-0.022
NO,2018,3,ATL,-0.023,0.222,0.43,0.137,0.271,0.859,-0.73,0.027
NYG,2018,3,HOU,0.055,0.273,0.536,0.021,0.088,0.374,-0.392,-0.129
NYJ,2018,3,CLE,-0.034,-0.318,-0.351,-0.107,-0.217,-0.418,-0.002,0.067
OAK,2018,3,MIA,-0.868,-0.068,0.149,-0.169,0.709,1.447,-0.592,-0.091
PHI,2018,3,IND,-0.164,-0.205,-0.369,0.167,-0.221,-0.229,-0.196,-0.18
PIT,2018,3,TB,0.026,-0.07,0.116,-0.34,-0.16,-0.136,-0.237,-0.064
SD,2018,3,LARM,-0.142,0.155,0.06,0.281,0.14,0.293,0,-0.157
SEA,2018,3,DAL,0.542,0.142,0.595,-0.117,-0.39,-0.771,0.287,0.01
SF,2018,3,KC,0.113,0.191,0.271,0.16,0.039,0.281,-0.271,-0.039
TB,2018,3,PIT,-0.184,-0.109,-0.042,-0.039,-0.006,0.097,-0.233,-0.081
TEN,2018,3,JAC,-0.177,-0.165,-0.113,-0.143,-0.049,-0.05,-0.047,-0.061
WAS,2018,3,GB,0.326,0.306,0.661,0.215,-0.031,-0.092,0.103,-0.011
ARI,2018,4,SEA,-0.149,-0.077,0.265,-0.376,-0.104,-0.377,0.085,-0.176
ATL,2018,4,CIN,-0.04,0.283,0.665,-0.12,0.315,0.397,0.182,-0.008
BAL,2018,4,PIT,0.433,0.153,0.523,-0.271,-0.266,-0.201,-0.566,0.014
BUF,2018,4,GB,-0.849,-1.085,-1.25,-0.673,-0.236,-0.247,-0.22,0
CHI,2018,4,TB,0.947,0.44,1.38,-0.2,-0.436,-0.56,-0.16,0.071
CIN,2018,4,ATL,-0.311,0.168,0.222,0.187,0.421,0.701,-0.016,-0.057
CLE,2018,4,OAK,-0.476,-0.214,-0.476,0.135,0.09,0.223,-0.174,-0.172
DAL,2018,4,DET,-0.232,0.079,0.128,0.036,0.33,0.554,-0.002,0.019
DEN,2018,4,KC,0.246,0.211,-0.039,0.496,-0.111,-0.264,0.125,-0.075
DET,2018,4,DAL,0.153,0.308,0.553,0.07,0.163,0.374,-0.018,0.009
GB,2018,4,BUF,0.693,0.068,0.115,0.07,-0.57,-0.571,-0.568,0.054
HOU,2018,4,IND,0.11,0.042,0.267,-0.157,-0.074,0.033,-0.433,-0.006
IND,2018,4,HOU,0.084,0.021,0.161,-0.219,-0.056,0.118,-0.26,0.006
JAC,2018,4,NYJ,0.379,0.067,0.5,-0.304,-0.299,-0.206,-0.529,0.012
KC,2018,4,DEN,0.043,0.295,0.335,0.378,0.227,0.059,0.429,-0.025
LARM,2018,4,MIN,0.816,0.988,1.303,0.38,0.057,0.199,-0.329,-0.115
MIA,2018,4,NE,-0.614,-0.57,-0.398,-0.76,0.013,0.094,-0.051,-0.03
MIN,2018,4,LARM,-0.255,0.246,0.511,-0.459,0.516,0.79,-0.024,0.015
NE,2018,4,MIA,0.28,0.064,0.212,-0.049,-0.24,-0.069,-0.531,-0.024
NO,2018,4,NYG,0.306,0.314,0.135,0.477,0.036,0.054,-0.012,0.028
NYG,2018,4,NO,0.155,0.218,0.178,0.325,0.095,-0.097,0.278,0.032
NYJ,2018,4,JAC,-0.708,-0.406,-0.297,-0.668,0.311,0.813,-0.216,0.008
OAK,2018,4,CLE,0.15,0.128,0.466,-0.349,-0.033,-0.146,0.116,-0.011
PHI,2018,4,TEN,-0.139,-0.07,-0.03,-0.102,0.127,0.31,-0.269,0.059
PIT,2018,4,BAL,-0.103,-0.017,0.082,-0.468,0.103,0.414,-0.338,0.017
SD,2018,4,SF,0.144,-0.044,-0.078,0.009,-0.12,-0.144,-0.077,0.068
SEA,2018,4,ARI,-0.489,-0.153,-0.242,-0.009,0.233,0.786,-0.226,-0.103
SF,2018,4,SD,-0.207,-0.188,-0.093,-0.275,-0.165,-0.183,-0.136,-0.184
TB,2018,4,CHI,-0.838,-0.211,-0.228,-0.176,0.626,1.408,-0.019,0
TEN,2018,4,PHI,0.054,0.048,0.347,-0.359,-0.047,-0.052,-0.036,-0.041
ARI,2018,5,SF,0.1,0,-0.14,0.133,-0.039,0.028,-0.126,0.062
ATL,2018,5,PIT,-0.442,-0.055,-0.022,-0.011,0.296,0.583,0.065,-0.09
BAL,2018,5,CLE,-0.068,-0.186,-0.188,-0.182,-0.164,-0.151,-0.182,-0.046
BUF,2018,5,TEN,0.006,-0.315,-0.469,-0.205,-0.444,-0.596,-0.301,-0.124
CAR,2018,5,NYG,-0.235,-0.275,-0.033,-0.326,0.093,0.419,-0.586,0.133
CIN,2018,5,MIA,-0.463,-0.357,-0.143,-0.44,-0.111,-0.245,0.083,-0.216
CLE,2018,5,BAL,0.193,-0.022,0.083,-0.081,-0.262,-0.314,-0.16,-0.047
DAL,2018,5,HOU,-0.135,-0.263,-0.3,-0.156,-0.125,0.143,-0.515,0.002
DEN,2018,5,NYJ,-0.355,0.009,0.043,-0.086,0.267,0.064,0.384,-0.096
DET,2018,5,GB,-0.358,-0.165,-0.072,-0.034,0.245,0.33,0.029,0.052
GB,2018,5,DET,-0.355,0.186,0.17,0.229,0.099,0.142,0.063,-0.441
HOU,2018,5,DAL,0.043,-0.172,0.127,-0.487,-0.291,-0.24,-0.336,-0.077
IND,2018,5,NE,-0.137,-0.055,0.029,-0.151,0.082,0.128,0.011,0
JAC,2018,5,KC,-0.102,-0.336,-0.419,-0.082,-0.252,-0.383,-0.076,-0.017
KC,2018,5,JAC,0.239,0.147,0.333,0.135,0.009,-0.098,0.346,0.101
LARM,2018,5,SEA,-0.047,0.225,0.432,0.186,0.239,0.45,0.109,-0.033
MIA,2018,5,CIN,0.142,-0.227,-0.415,0.11,-0.15,0.016,-0.363,0.219
MIN,2018,5,PHI,-0.129,0.112,0.254,-0.078,0.13,0.308,-0.178,-0.111
NE,2018,5,IND,0.458,0.277,0.458,0.211,-0.147,-0.129,-0.193,0.033
NO,2018,5,WAS,0.329,0.303,0.691,-0.07,-0.059,0.044,-0.232,-0.033
NYG,2018,5,CAR,0.38,0.084,0.473,-0.585,-0.246,-0.06,-0.432,0.049
NYJ,2018,5,DEN,0.167,0.302,0.277,0.316,0.154,0.267,-0.162,0.019
OAK,2018,5,SD,-0.644,-0.279,-0.156,-0.088,0.271,1.089,-0.409,-0.094
PHI,2018,5,MIN,0.071,0.187,0.659,-0.2,0.147,0.259,-0.077,0.031
PIT,2018,5,ATL,0.49,0.287,0.7,0.028,-0.181,-0.218,-0.103,0.022
SD,2018,5,OAK,0.416,0.372,1.326,-0.304,-0.1,-0.101,-0.099,-0.055
SEA,2018,5,LARM,0.21,0.377,0.837,0.183,0.017,0.155,-0.123,-0.151
SF,2018,5,ARI,-0.502,-0.135,0.166,-0.259,0.248,0.426,0.067,-0.118
TEN,2018,5,BUF,0.051,-0.303,-0.394,-0.144,-0.177,-0.069,-0.221,0.177
WAS,2018,5,NO,-0.466,-0.219,-0.329,-0.025,0.267,0.49,0.062,0.02
ARI,2018,6,MIN,-0.238,-0.285,-0.172,-0.376,-0.038,-0.255,0.21,0.008
ATL,2018,6,TB,-0.107,0.216,0.617,-0.316,0.359,0.531,0.024,0.035
BAL,2018,6,TEN,0.897,0.113,0.38,0.083,-0.695,-0.84,-0.453,0.089
BUF,2018,6,HOU,0.011,-0.57,-0.847,-0.06,-0.763,-1.087,-0.342,-0.182
CAR,2018,6,WAS,0.119,0.221,0.327,0.021,-0.011,-0.068,0.063,-0.113
CHI,2018,6,MIA,-0.139,0.097,0.386,-0.083,0.16,0.427,-0.151,-0.075
CIN,2018,6,PIT,0.206,0.259,0.321,0.089,0.191,0.259,0.072,0.138
CLE,2018,6,SD,-0.604,-0.34,-0.477,-0.058,0.364,-0.055,0.59,0.1
DAL,2018,6,JAC,0.188,-0.009,0.29,-0.155,-0.132,-0.091,-0.195,0.065
DEN,2018,6,LARM,0.254,0.17,0.334,-0.278,-0.157,-0.679,0.259,-0.073
GB,2018,6,SF,-0.087,0.2,0.254,0.268,0.321,0.248,0.386,0.034
HOU,2018,6,BUF,-0.203,-0.648,-0.776,-0.315,-0.352,-0.441,-0.257,0.094
IND,2018,6,NYJ,-0.306,-0.205,-0.128,-0.103,0.138,0.65,-0.343,0.037
JAC,2018,6,DAL,-0.506,-0.4,-0.434,-0.346,0.048,0.305,-0.118,-0.058
KC,2018,6,NE,0.285,0.104,0.275,-0.068,0.101,0.029,0.164,0.282
LARM,2018,6,DEN,-0.01,0.148,-0.316,0.557,0.121,0.26,-0.266,-0.036
MIA,2018,6,CHI,0.234,0.34,0.713,0.092,0.164,0.39,-0.048,0.058
MIN,2018,6,ARI,0.043,-0.108,-0.074,0.101,-0.117,0.044,-0.343,0.033
NE,2018,6,KC,0.266,0.219,0.315,0.138,-0.16,-0.163,-0.155,-0.113
NYG,2018,6,PHI,-0.429,-0.176,-0.415,0.52,0.152,0.48,-0.23,-0.101
NYJ,2018,6,IND,0.377,0.046,0.468,-0.355,-0.215,-0.282,-0.108,0.116
OAK,2018,6,SEA,-0.794,-0.634,-0.845,-0.31,0.095,0.524,-0.164,-0.065
PHI,2018,6,NYG,0.349,0.123,0.549,-0.284,-0.179,-0.43,0.419,0.046
PIT,2018,6,CIN,-0.049,0.202,0.33,0.084,0.17,0.231,-0.002,-0.081
SD,2018,6,CLE,0.65,0.369,0.096,0.737,-0.298,-0.422,-0.034,-0.018
SEA,2018,6,OAK,0.429,-0.039,0.446,-0.202,-0.444,-0.702,-0.036,0.023
SF,2018,6,GB,0.064,0.183,0.119,0.24,0.173,0.269,0.011,0.054
TB,2018,6,ATL,0.055,0.327,0.635,-0.063,0.26,0.53,-0.166,-0.012
TEN,2018,6,BAL,-0.804,-0.607,-0.812,-0.279,0.115,0.32,-0.053,-0.082
WAS,2018,6,CAR,-0.092,-0.153,-0.376,0.132,0.119,0.246,-0.123,0.18
ARI,2018,7,DEN,-0.96,-0.795,-0.899,-0.509,0.183,0.325,0.055,0.018
ATL,2018,7,NYG,0.067,0.124,0.604,-0.149,0.11,0.396,-0.288,0.053
BAL,2018,7,NO,0.259,0.299,0.419,0.109,-0.009,0.16,-0.14,-0.05
BUF,2018,7,IND,-0.874,-0.549,-0.927,0.02,0.355,0.524,0.233,0.029
CAR,2018,7,PHI,0.422,0.377,0.295,0.588,-0.068,0.224,-0.453,-0.023
CHI,2018,7,NE,-0.15,0.093,0.062,0.335,-0.094,0.039,-0.292,-0.337
