year,week,hometeam,awayteam,homescore,awayscore,pointdiff,hwhl,covered,homeline,awayline,predicttotal,actualtotal,home_totaldvoa,home_offensedvoa,home_offpassdvoa,home_offrushdvoa,home_defensedvoa,home_defpassdvoa,home_defrushdvoa,home_stdvoa,visit_totaldvoa,visit_offensedvoa,visit_offpassdvoa,visit_offrushdvoa,visit_defensedvoa,visit_defpassdvoa,visit_defrushdvoa,visit_stdvoa
2018,2,LARM,ARI,34,0,34,1,1,-13,13,46.5,34,0.403,0.083,0.74,-0.308,-0.145,-0.109,-0.208,0.175,-0.84,-0.724,-0.572,-0.617,-0.067,0.399,-0.413,-0.184
2018,2,CIN,BAL,34,23,11,1,1,1,-1,44,57,0.413,0.353,0.839,-0.191,-0.04,0.072,-0.269,0.02,-0.307,-0.136,0.044,-0.244,0.187,0.525,-0.265,0.016
2018,2,ATL,CAR,31,24,7,1,1,-4.5,4.5,44,55,-0.127,0.208,0.605,-0.128,0.342,0.437,0.123,0.007,-0.173,0.039,0.212,0.199,0.264,0.719,-0.092,0.052
2018,2,NO,CLE,21,18,3,1,0,-8,8,49.5,39,0.066,-0.08,0.196,-0.489,-0.207,0.029,-0.513,-0.061,-0.118,-0.166,-0.019,-0.365,-0.299,-0.14,-0.524,-0.251
2018,2,SF,DET,30,27,3,1,0,-5.5,5.5,47.5,57,-0.028,0.106,0.123,0.178,0.088,0.081,0.112,-0.045,-0.218,0.07,0.026,0.202,0.318,0.266,0.379,0.029
2018,2,TEN,HOU,20,17,3,1,1,2,-2,45,37,-0.231,-0.016,0.435,-0.153,0.268,0.314,0.209,0.053,0.295,0.191,0.519,0.003,-0.175,0.386,-0.427,-0.072
2018,2,WAS,IND,9,21,-12,0,0,-5.5,5.5,47.5,30,-0.007,-0.145,0.123,-0.454,-0.176,-0.257,-0.079,-0.037,-0.192,-0.123,-0.017,-0.103,0.068,0.33,-0.423,-0.002
2018,2,PIT,KC,37,42,-5,0,0,-4.5,4.5,49.5,79,-0.318,0.318,0.491,-0.195,0.498,0.928,-0.103,-0.138,0.648,0.784,1.365,0.197,0.194,0.281,-0.144,0.057
2018,2,NYJ,MIA,12,20,-8,0,0,-3,3,44,32,-0.801,-0.785,-0.591,-0.899,-0.023,-0.145,0.095,-0.039,0.33,-0.07,-0.292,0.146,-0.267,-0.176,-0.448,0.133
2018,2,GB,MIN,29,29,0,0,0,-1.5,1.5,46.5,58,-0.133,0.151,0.466,-0.012,0.203,0.337,-0.123,-0.08,-0.111,0.218,0.402,-0.22,0.023,0.086,-0.072,-0.306
2018,2,JAC,NE,31,20,11,1,1,2.5,-2.5,45,51,0.343,0.195,0.483,-0.088,-0.133,-0.045,-0.249,0.015,-0.321,0.152,0.352,-0.108,0.42,0.677,-0.082,-0.054
2018,2,DAL,NYG,20,13,7,1,1,-3,3,44,33,0.302,0.15,-0.015,0.4,-0.177,-0.112,-0.307,-0.025,-0.51,-0.168,-0.118,-0.156,0.349,0.288,0.405,0.007
2018,2,DEN,OAK,20,19,1,1,0,-6,6,45,39,-0.379,-0.106,-0.497,0.286,0.25,0.575,-0.125,-0.023,0.237,0.313,0.857,-0.203,0.013,-0.163,0.193,-0.063
2018,2,TB,PHI,27,21,6,1,1,3,-3,44,48,0.159,0.288,1.017,-0.586,0.089,0.052,0.147,-0.04,-0.364,-0.033,-0.054,0.096,0.208,0.733,-0.571,-0.123
2018,2,BUF,SD,20,31,-11,0,0,7.5,-7.5,44,51,-0.362,-0.194,-0.231,0.025,0.089,0.486,-0.353,-0.079,0.491,0.335,1.177,-0.37,-0.038,0.009,-0.095,0.118
2018,2,CHI,SEA,24,17,7,1,1,-3.5,3.5,43.5,41,0.347,-0.079,0.017,-0.113,-0.383,-0.524,-0.197,0.043,0.101,-0.019,-0.051,0.089,-0.124,-0.074,-0.179,-0.005
2019,2,BAL,ARI,23,17,6,1,0,-13,13,42.5,40,0.157,0.118,0.106,0.287,0.123,0.233,-0.276,0.162,-0.281,-0.058,0.098,-0.235,0.138,0.194,0.063,-0.085
2019,2,NYG,BUF,14,28,-14,0,0,2.5,-2.5,42.5,42,-0.056,0.111,0.06,0.311,0.246,0.385,0.125,0.078,-0.05,0.081,0.239,0.284,0.048,-0.076,0.275,-0.083
2019,2,DEN,CHI,14,16,-2,0,0,-1,1,40.5,30,0.013,0.069,0.17,-0.108,0.022,0.001,0.035,-0.034,0.136,0.049,0.128,0.002,-0.014,0.087,-0.198,0.073
2019,2,NYJ,CLE,3,23,-20,0,0,2.5,-2.5,46,26,-0.426,-0.455,-0.475,-0.171,-0.053,0.192,-0.432,-0.024,0.172,-0.115,0.032,-0.207,-0.167,-0.236,-0.077,0.121
2019,2,WAS,DAL,21,31,-10,0,0,4.5,-4.5,44,52,-0.07,0.133,0.379,-0.18,0.249,0.342,0.176,0.045,0.234,0.409,0.638,0.301,0.195,0.359,-0.136,0.021
2019,2,TEN,IND,17,19,-2,0,0,-3,3,44,36,-0.226,-0.18,-0.253,-0.107,0.014,0.108,-0.058,-0.032,0.061,0.09,0.277,0.106,-0.055,-0.14,0.033,-0.084
2019,2,HOU,JAC,13,12,1,1,0,-8,8,44.5,25,0.008,-0.328,-0.48,-0.067,-0.311,-0.455,-0.113,0.026,-0.033,-0.309,-0.378,-0.064,-0.235,-0.437,-0.038,0.041
2019,2,OAK,KC,10,28,-18,0,0,8,-8,52,38,-0.603,-0.395,-0.424,-0.042,0.189,0.601,-0.599,-0.02,0.807,0.411,0.944,-0.564,-0.391,-0.514,-0.132,0.005
2019,2,GB,MIN,21,16,5,1,1,-3,3,45.5,37,0.499,0.125,0.278,0.132,-0.317,-0.715,0.072,0.057,-0.204,-0.106,-0.363,0.134,-0.019,0.058,-0.09,-0.117
2019,2,MIA,NE,0,43,-43,0,0,15,-15,47,43,-0.873,-0.612,-0.712,-0.374,0.246,0.706,-0.058,-0.015,0.554,0.083,0.472,-0.052,-0.595,-0.759,-0.195,-0.124
2019,2,LARM,NO,27,9,18,1,1,-3,3,54,36,0.643,0.187,0.238,0.278,-0.406,-0.383,-0.438,0.05,-0.473,-0.432,-0.364,-0.33,0.118,0.101,0.135,0.077
2019,2,ATL,PHI,24,20,4,1,1,1,-1,51,44,-0.083,-0.232,-0.147,-0.203,-0.216,-0.185,-0.272,-0.068,-0.109,-0.354,-0.441,-0.128,-0.207,-0.2,-0.224,0.038
2019,2,DET,SD,13,10,3,1,1,3,-3,47,23,-0.145,0.022,0.409,-0.274,0.068,0.108,0.013,-0.1,-0.237,0.015,0.161,-0.065,0.104,0.399,-0.163,-0.147
2019,2,PIT,SEA,26,28,-2,0,0,-3.5,3.5,46.5,54,-0.079,0.084,0.009,0.224,0.195,0.417,-0.06,0.032,0.39,0.418,0.855,0.006,0.027,-0.095,0.264,0
2019,2,CIN,SF,17,41,-24,0,0,2,-2,45,58,-0.75,-0.143,0.159,-0.715,0.6,0.999,0.357,-0.007,0.6,0.489,1.03,0.277,-0.177,-0.022,-0.513,-0.066
2019,2,CAR,TB,14,20,-6,0,0,-6.5,6.5,51,34,-0.185,-0.281,0.002,-0.702,0.046,0.414,-0.257,0.142,0.165,0.01,0.782,-0.279,-0.192,0.095,-0.807,-0.037
2015,3,DAL,ATL,28,39,-11,0,0,0,0,44,67,-0.082,0.326,0.279,0.468,0.437,0.503,0.36,0.03,-0.107,0.365,0.456,0.253,0.49,0.576,0.409,0.019
2015,3,MIA,BUF,14,41,-27,0,0,-2.5,2.5,44,55,-0.874,-0.56,-0.723,-0.142,0.309,0.979,-0.249,-0.004,0.558,0.435,1.096,-0.106,-0.201,-0.378,0.168,-0.077
2015,3,SEA,CHI,26,0,26,1,1,-14.5,14.5,45,26,0.683,-0.149,-0.066,-0.103,-0.428,-0.715,-0.285,0.404,-0.448,-0.211,-0.207,-0.015,-0.055,-0.116,0.028,-0.292
2015,3,BAL,CIN,24,28,-4,0,0,-3,3,44.5,52,-0.075,0.02,0.378,-0.528,0.027,0.227,-0.205,-0.067,0.105,0.088,0.489,-0.118,-0.009,0.273,-0.542,0.008
2015,3,DET,DEN,12,24,-12,0,0,3.5,-3.5,44.5,36,-0.099,-0.049,0.184,-0.237,0.095,0.238,-0.187,0.046,0.201,-0.093,0.011,-0.191,-0.267,-0.268,-0.265,0.026
2015,3,TEN,IND,33,35,-2,0,1,3.5,-3.5,45,68,-0.186,0.03,0.159,-0.066,0.243,-0.028,0.584,0.027,0.007,0.024,-0.271,0.557,0.087,0.202,-0.071,0.069
2015,3,GB,KC,38,28,10,1,1,-6.5,6.5,48,66,0.894,0.61,1.377,-0.171,-0.288,-0.475,0.114,-0.003,-0.514,-0.102,-0.384,0.486,0.417,0.999,-0.19,0.005
2015,3,CAR,NO,27,22,5,1,1,-3,3,45,49,-0.029,0.244,0.483,0.004,0.09,0.227,-0.083,-0.183,0.399,0.449,0.886,0.096,0.239,0.617,-0.145,0.189
2015,3,CLE,OAK,20,27,-7,0,0,-4.5,4.5,41.5,47,-0.636,-0.255,0.001,-0.584,0.388,0.629,0.168,0.007,0.292,0.225,0.646,0.095,-0.058,0.122,-0.568,0.01
2015,3,NYJ,PHI,17,24,-7,0,0,0,0,47,41,-0.362,-0.426,-0.421,-0.24,-0.158,0.033,-0.296,-0.094,0.526,-0.025,0.096,-0.006,-0.439,-0.541,-0.154,0.112
2015,3,MIN,SD,31,14,17,1,1,-3,3,45,45,0.242,0.08,-0.138,0.229,-0.09,-0.09,-0.09,0.072,-0.454,-0.248,-0.08,-0.373,0.145,-0.041,0.278,-0.061
2015,3,ARI,SF,47,7,40,1,1,-6,6,44,54,0.572,-0.024,0.347,-0.179,-0.645,-1.529,-0.11,-0.049,-0.769,-0.679,-1.705,0.001,0.116,0.341,-0.059,0.026
2015,3,HOU,TB,19,9,10,1,1,-7,7,40.5,28,-0.234,-0.164,-0.111,-0.131,-0.127,0.126,-0.526,-0.197,-0.209,-0.062,0.311,-0.494,-0.046,0.071,-0.14,-0.193
2015,3,NYG,WAS,32,21,11,1,1,-4,4,44,53,0.256,0.243,0.976,-0.248,-0.204,-0.216,-0.18,-0.191,-0.321,-0.266,-0.199,-0.303,0.245,0.834,-0.229,0.19
2016,3,BUF,ARI,33,18,15,1,1,4,-4,47,51,0.425,0.141,-0.139,0.424,-0.351,-0.48,-0.095,-0.067,-0.455,-0.58,-0.671,-0.146,-0.149,-0.437,0.071,-0.023
2016,3,NO,ATL,32,45,-13,0,0,-3,3,53.5,77,-0.067,0.186,0.16,0.247,0.243,0.01,0.526,-0.01,0.438,0.399,0.193,0.658,0.031,-0.041,0.187,0.07
2016,3,JAC,BAL,17,19,-2,0,0,0,0,47.5,36,0.043,-0.217,-0.112,-0.398,-0.281,-0.417,-0.012,-0.02,-0.095,-0.355,-0.513,0.047,-0.259,-0.182,-0.396,0.001
2016,3,DAL,CHI,31,17,14,1,1,-5.5,5.5,45,48,0.207,0.388,0.633,0.257,0.119,0.306,-0.363,-0.062,-0.191,0.04,0.241,-0.228,0.249,0.4,0.172,0.019
2016,3,MIA,CLE,30,24,6,1,0,-7,7,41.5,54,-0.114,-0.145,-0.177,0.081,0.071,-0.041,0.221,0.102,-0.402,-0.177,-0.24,0.265,0.03,-0.035,0.12,-0.196
2016,3,CIN,DEN,17,29,-12,0,0,-3.5,3.5,41,46,0.014,0.306,0.567,0.161,0.244,0.56,-0.262,-0.048,0.219,0.185,0.655,-0.423,0.018,-0.069,0.099,0.052
2016,3,GB,DET,34,27,7,1,0,-8.5,8.5,48,61,0.596,0.597,0.852,0.279,0.035,0.313,-0.388,0.034,-0.486,0.039,0.439,-0.416,0.468,0.738,0.127,-0.056
2016,3,NE,HOU,27,0,27,1,1,0,0,40.5,27,0.401,0.104,0.127,0.206,-0.047,-0.033,-0.066,0.25,-0.283,-0.287,-0.419,-0.115,-0.117,-0.47,0.094,-0.113
2016,3,TB,LARM,32,37,-5,0,0,-4,4,42,69,-0.204,0.09,0.167,0.144,0.205,0.242,0.177,-0.089,-0.098,-0.019,0.099,-0.004,0.098,0.086,0.124,0.019
2016,3,CAR,MIN,10,22,-12,0,0,-7.5,7.5,43,32,-0.378,-0.255,-0.46,0.143,-0.056,0.145,-0.324,-0.179,0.527,0.046,0.374,-0.372,-0.288,-0.567,0.045,0.192
2016,3,KC,NYJ,24,3,21,1,1,-3,3,43.5,27,0.58,-0.063,0.301,-0.456,-0.581,-0.819,-0.131,0.063,-0.725,-0.794,-1.106,-0.146,-0.109,0.288,-0.642,-0.04
2016,3,TEN,OAK,10,17,-7,0,0,0,0,47,27,-0.182,-0.238,-0.539,0.083,-0.04,0.01,-0.105,0.017,0.419,0.094,0.186,0.078,-0.249,-0.529,-0.001,0.076
2016,3,PHI,PIT,34,3,31,1,1,4,-4,46,37,0.863,0.364,0.954,0.067,-0.445,-0.416,-0.58,0.054,-0.788,-0.239,-0.129,-0.521,0.456,0.948,-0.005,-0.092
2016,3,IND,SD,26,22,4,1,1,-2.5,2.5,50.5,48,-0.006,-0.079,0.096,-0.133,-0.052,0.072,-0.345,0.021,-0.154,-0.206,-0.003,-0.56,-0.131,-0.005,-0.318,-0.079
2016,3,SEA,SF,37,18,19,1,1,-10,10,40.5,55,0.368,-0.047,0.065,-0.099,-0.321,-0.546,-0.153,0.093,-0.644,-0.374,-0.928,0.095,0.13,0.088,0.168,-0.14
2016,3,NYG,WAS,27,29,-2,0,0,-4,4,46.5,56,0.117,0.031,-0.2,0.412,-0.186,0.135,-0.551,-0.101,0.025,0.055,0.487,-0.305,0.124,-0.088,0.485,0.095
2017,3,DET,ATL,26,30,-4,0,0,3,-3,48.5,56,0.025,-0.027,0.031,-0.183,0.005,-0.184,0.207,0.057,0.071,-0.08,-0.054,0.166,-0.042,-0.034,-0.063,0.109
2017,3,JAC,BAL,44,7,37,1,1,4,-4,40.5,51,1.002,0.519,1.138,-0.004,-0.439,-0.758,-0.126,0.044,-0.868,-0.531,-0.688,-0.38,0.355,0.765,-0.03,0.017
2017,3,GB,CIN,27,24,3,1,0,-10,10,44.5,51,-0.153,-0.053,0.037,-0.168,0.151,0.63,-0.291,0.051,-0.102,0.119,0.532,-0.249,0.006,0.104,-0.259,-0.215
2017,3,IND,CLE,31,28,3,1,1,1,-1,40.5,59,-0.109,-0.017,0.208,-0.003,0.155,0.108,0.256,0.063,-0.211,-0.16,-0.372,0.383,0.1,0.498,-0.183,0.049
2017,3,ARI,DAL,17,28,-11,0,0,3.5,-3.5,47.5,45,-0.371,-0.065,0.064,-0.377,0.178,0.838,-0.2,-0.128,0.426,0.415,0.949,0.187,0.091,0.228,-0.227,0.103
2017,3,BUF,DEN,26,16,10,1,1,2,-2,41,42,0.267,0.131,0.423,-0.178,-0.007,0.053,-0.095,0.13,-0.358,-0.277,-0.125,-0.182,0.1,0.481,-0.323,0.02
2017,3,NE,HOU,36,33,3,1,0,-13,13,43.5,69,-0.065,0.049,0.279,-0.338,0.147,0.443,-0.104,0.033,0.283,0.061,0.456,-0.156,-0.183,0.008,-0.515,0.039
2017,3,SD,KC,10,24,-14,0,0,2.5,-2.5,45.5,34,-0.434,-0.359,-0.352,-0.224,-0.01,-0.315,0.277,-0.085,0.596,0.181,0.147,0.432,-0.354,-0.559,-0.044,0.061
2017,3,SF,LARM,39,41,-2,0,1,2.5,-2.5,41,80,-0.136,0.061,0.416,-0.175,0.255,0.854,-0.244,0.058,0.268,0.31,1.092,-0.121,-0.029,0.104,-0.165,-0.071
2017,3,NYJ,MIA,20,6,14,1,1,6,-6,41.5,26,0.184,-0.016,0.55,-0.347,-0.167,-0.08,-0.456,0.033,-0.546,-0.36,-0.246,-0.476,0.104,0.79,-0.376,-0.082
2017,3,CAR,NO,13,34,-21,0,0,-6,6,49,47,-0.422,-0.199,-0.728,0.559,0.223,0.402,0.04,0,0.981,0.679,0.972,0.39,-0.337,-0.911,0.423,-0.036
2017,3,PHI,NYG,27,24,3,1,0,-5,5,43.5,51,0.008,0.114,0.113,0.213,0.183,0.442,-0.374,0.077,0.118,0.219,0.634,-0.372,0.076,-0.04,0.17,-0.025
2017,3,WAS,OAK,27,10,17,1,1,3.5,-3.5,53,37,0.751,0.136,0.984,-0.416,-0.67,-0.761,-0.436,-0.056,-0.753,-0.586,-0.535,-0.576,0.242,0.972,-0.367,0.076
2017,3,CHI,PIT,23,17,6,1,1,7.5,-7.5,45.5,40,-0.147,-0.232,-0.405,0.049,-0.1,-0.204,0.106,-0.014,0.04,0.121,0.065,0.325,-0.091,-0.305,0.009,-0.172
2017,3,TEN,SEA,33,27,6,1,1,-2.5,2.5,43,60,0.07,0.351,0.748,0.092,0.327,0.565,-0.135,0.046,-0.148,0.225,0.425,-0.064,0.313,0.694,-0.003,-0.059
2017,3,MIN,TB,34,17,17,1,1,2.5,-2.5,39.5,51,0.364,0.393,0.924,-0.072,0.003,0.053,-0.242,-0.027,-0.217,0.096,0.256,-0.211,0.371,0.874,-0.05,0.059
2018,3,MIN,BUF,6,27,-21,0,0,-16.5,16.5,40.5,33,-0.462,-0.311,-0.306,-0.37,0.125,0.326,-0.011,-0.026,0.253,-0.216,-0.346,0.024,-0.329,-0.327,-0.349,0.141
2018,3,ARI,CHI,14,16,-2,0,1,6,-6,37.5,30,-0.024,-0.298,-0.158,-0.311,-0.306,-0.468,-0.136,-0.032,-0.348,-0.368,-0.424,-0.193,-0.082,0.092,-0.315,-0.063
2018,3,CAR,CIN,31,21,10,1,1,-3,3,43.5,52,0.068,0.182,0.113,0.225,0.11,0.106,0.121,-0.003,0.038,0.134,0.094,0.243,0.065,0.134,0.02,-0.031
2018,3,SEA,DAL,24,13,11,1,1,-1,1,41.5,37,0.542,0.142,0.595,-0.117,-0.39,-0.771,0.287,0.01,-0.338,-0.441,-0.874,0.401,-0.041,0.259,-0.266,0.062
2018,3,BAL,DEN,27,14,13,1,1,-4.5,4.5,43.5,41,0.203,0.16,0.431,0.007,-0.146,-0.216,-0.061,-0.103,-0.061,-0.009,-0.176,0.191,0.044,0.15,-0.108,-0.007
2018,3,WAS,GB,31,17,14,1,1,3,-3,47.5,48,0.326,0.306,0.661,0.215,-0.031,-0.092,0.103,-0.011,-0.327,0.124,0.142,0.212,0.48,0.899,0.193,0.029
2018,3,PHI,IND,20,16,4,1,0,-6.5,6.5,47.5,36,-0.164,-0.205,-0.369,0.167,-0.221,-0.229,-0.196,-0.18,0.128,-0.126,-0.068,-0.123,-0.127,-0.305,0.063,0.127
2018,3,DET,NE,26,10,16,1,1,6.5,-6.5,50,36,0.395,0.07,0.307,-0.195,-0.322,-0.525,-0.13,0.003,-0.43,-0.244,-0.486,-0.005,0.164,0.368,-0.058,-0.022
2018,3,ATL,NO,37,43,-6,0,0,-3,3,53,80,0.038,0.413,1,-0.637,0.228,0.316,0.106,-0.147,-0.023,0.222,0.43,0.137,0.271,0.859,-0.73,0.027
2018,3,HOU,NYG,22,27,-5,0,0,-6,6,41.5,49,-0.218,-0.112,0.335,-0.456,0.24,0.583,-0.205,0.134,0.055,0.273,0.536,0.021,0.088,0.374,-0.392,-0.129
2018,3,CLE,NYJ,21,17,4,1,1,-3,3,39.5,38,-0.125,-0.251,-0.473,-0.019,-0.216,-0.463,-0.007,-0.09,-0.034,-0.318,-0.351,-0.107,-0.217,-0.418,-0.002,0.067
2018,3,MIA,OAK,28,20,8,1,1,-3,3,43.5,48,0.537,0.598,1.407,-0.539,0.11,0.217,-0.024,0.048,-0.868,-0.068,0.149,-0.169,0.709,1.447,-0.592,-0.091
2018,3,TB,PIT,27,30,-3,0,0,2.5,-2.5,52,57,-0.184,-0.109,-0.042,-0.039,-0.006,0.097,-0.233,-0.081,0.026,-0.07,0.116,-0.34,-0.16,-0.136,-0.237,-0.064
2018,3,LARM,SD,35,23,12,1,1,-6.5,6.5,48,58,0.431,0.519,0.701,0.357,-0.06,-0.271,0.227,-0.148,-0.142,0.155,0.06,0.281,0.14,0.293,0,-0.157
2018,3,KC,SF,38,27,11,1,1,-6,6,55,65,0.062,0.32,0.716,0.003,0.3,0.203,0.397,0.042,0.113,0.191,0.271,0.16,0.039,0.281,-0.271,-0.039
2018,3,JAC,TEN,6,9,-3,0,0,-10,10,40,15,-0.049,-0.273,-0.39,0.055,-0.207,-0.129,-0.259,0.017,-0.177,-0.165,-0.113,-0.143,-0.049,-0.05,-0.047,-0.061
2019,3,IND,ATL,27,24,3,1,1,-2.5,2.5,47.5,51,-0.261,0.115,0.317,-0.098,0.425,0.696,0.019,0.049,0.262,0.445,0.88,-0.06,0.192,0.463,-0.213,0.01
2019,3,KC,BAL,33,28,5,1,0,-7,7,54.5,61,0.207,0.425,0.78,0.027,0.206,-0.007,0.42,-0.012,0.138,0.347,0.103,0.656,0.222,0.428,-0.02,0.012
2019,3,ARI,CAR,20,38,-18,0,0,2.5,-2.5,45.5,58,-0.394,-0.218,-0.399,0.106,0.214,0.51,-0.088,0.039,0.359,0.072,0.326,-0.125,-0.288,-0.533,0.135,-0.002
2019,3,WAS,CHI,15,31,-16,0,0,4,-4,42,46,-0.258,-0.199,-0.032,-0.435,0.075,0.278,-0.205,0.016,-0.015,-0.02,0.26,-0.29,-0.142,-0.087,-0.246,-0.137
2019,3,BUF,CIN,21,17,4,1,0,-5,5,42,38,0.048,-0.164,-0.104,-0.16,-0.265,-0.359,-0.113,-0.053,-0.209,-0.272,-0.223,-0.259,-0.039,0.159,-0.198,0.024
2019,3,GB,DEN,27,16,11,1,1,-8,8,43.5,43,0.361,0.211,0.596,0.131,-0.189,-0.475,0.019,-0.038,-0.272,-0.141,-0.375,0.024,0.173,0.372,-0.034,0.041
2019,3,PHI,DET,24,27,-3,0,0,-7.5,7.5,49,51,-0.186,0.091,0.369,-0.213,0.026,0.221,-0.137,-0.252,0.295,0.018,0.458,-0.11,-0.066,0.126,-0.281,0.212
2019,3,SD,HOU,20,27,-7,0,0,-3.5,3.5,48.5,47,-0.136,0.208,0.342,-0.106,0.325,0.626,-0.318,-0.018,0.19,0.275,0.758,-0.521,0.067,0.152,-0.14,-0.018
2019,3,CLE,LARM,13,20,-7,0,0,2.5,-2.5,51,33,-0.02,-0.247,-0.06,-0.307,-0.221,-0.124,-0.377,0.007,-0.12,-0.253,-0.073,-0.316,-0.111,0.112,-0.438,0.022
2019,3,DAL,MIA,31,6,25,1,1,-20.5,20.5,47.5,37,0.387,0.343,-0.009,0.656,-0.043,0.175,-0.41,0.001,-0.915,-0.408,-0.187,-0.657,0.387,0.167,0.573,-0.121
2019,3,SEA,NO,27,33,-6,0,0,-5,5,45,60,0.126,0.346,0.74,-0.163,0.088,0.398,-0.217,-0.132,0.132,0.063,0.623,-0.29,0.113,0.323,-0.215,0.183
2019,3,TB,NYG,31,32,-1,0,0,-6.5,6.5,48.5,63,-0.059,0.108,0.351,-0.043,0.067,0.143,-0.086,-0.1,-0.11,0.018,0.051,0.292,0.143,0.334,-0.083,0.015
2019,3,NE,NYJ,30,14,16,1,0,-20.5,20.5,46,44,0.695,0.152,0.369,-0.129,-0.548,-0.44,-0.658,-0.005,-0.382,-0.438,-0.269,-0.601,0.02,0.152,-0.228,0.076
2019,3,MIN,OAK,34,14,20,1,1,-7.5,7.5,43.5,48,0.535,0.372,0.502,0.297,-0.107,0.009,-0.296,0.056,-0.566,-0.166,-0.136,-0.217,0.325,0.528,0.214,-0.075
2019,3,SF,PIT,24,20,4,1,0,-7,7,44,44,0.43,0.006,-0.043,0.044,-0.378,-0.483,-0.249,0.046,-0.095,-0.098,0.026,-0.246,-0.067,-0.071,-0.064,-0.065
2019,3,JAC,TEN,20,7,13,1,1,2,-2,40,27,0.384,0.263,0.806,-0.565,-0.053,-0.086,-0.01,0.068,-0.348,-0.193,-0.174,-0.138,0.096,0.501,-0.566,-0.059
2015,4,PIT,BAL,20,23,-3,0,0,2,-2,45.5,43,-0.223,-0.225,-0.513,0.16,-0.08,-0.312,0.099,-0.079,0.265,-0.123,-0.498,0.22,-0.303,-0.561,-0.074,0.085
2015,4,TB,CAR,23,37,-14,0,0,3,-3,39.5,60,-0.054,-0.056,-0.278,0.22,-0.166,-0.08,-0.229,-0.164,0.09,-0.123,-0.032,-0.111,-0.286,-0.567,0.065,-0.073
2015,4,SD,CLE,30,27,3,1,0,-7,7,44.5,57,-0.265,0.096,0.511,-0.307,0.247,0.428,-0.099,-0.114,-0.059,0.015,0.253,-0.238,0.227,0.436,-0.135,0.153
2015,4,NO,DAL,26,20,6,1,1,-3.5,3.5,47,46,0.085,0.186,0.382,-0.128,0.141,0.604,-0.268,0.039,-0.382,-0.166,-0.036,-0.287,0.109,0.214,-0.05,-0.107
2015,4,SEA,DET,13,10,3,1,0,-10,10,42.5,23,0.014,-0.176,-0.075,-0.119,-0.096,-0.04,-0.183,0.095,0.422,0.17,0.362,-0.129,-0.309,-0.238,-0.384,-0.057
2015,4,SF,GB,3,17,-14,0,0,8.5,-8.5,47.5,20,-0.78,-0.502,-0.51,-0.367,0.146,0.176,0.121,-0.132,0.316,0.061,0.026,0.159,-0.334,-0.405,-0.209,-0.079
2015,4,ATL,HOU,48,21,27,1,1,-5,5,46.5,69,0.31,0.32,0.704,0.239,0.033,0.18,-0.333,0.023,-0.708,-0.225,-0.073,-0.517,0.372,0.512,0.25,-0.111
2015,4,CIN,KC,36,21,15,1,1,-4,4,44,57,0.946,0.966,1.47,0.797,-0.001,0.058,-0.101,-0.021,-0.437,0.148,0.257,0.191,0.652,0.833,0.497,0.067
2015,4,DEN,MIN,23,20,3,1,0,-6.5,6.5,43.5,43,0.247,-0.064,-0.047,-0.005,-0.271,-0.331,-0.15,0.039,-0.079,0.019,-0.01,0.164,0,-0.03,0.039,-0.098
2015,4,BUF,NYG,10,24,-14,0,0,-5.5,5.5,47,34,-0.373,-0.414,-0.169,-0.601,-0.105,-0.094,-0.121,-0.063,0.01,-0.371,-0.24,-0.308,-0.335,-0.062,-0.712,0.046
2015,4,MIA,NYJ,14,27,-13,0,0,-1,1,41,41,-0.262,-0.002,-0.062,0.425,0.331,0.363,0.31,0.072,0.17,0.234,0.392,0.316,-0.125,-0.159,0.012,-0.19
2015,4,CHI,OAK,22,20,2,1,1,2.5,-2.5,44.5,42,0.139,0.026,0.329,-0.323,-0.166,-0.137,-0.213,-0.052,-0.127,-0.329,-0.148,-0.605,-0.08,0.175,-0.441,0.122
2015,4,WAS,PHI,23,20,3,1,1,3,-3,47.5,43,-0.185,0.035,0.483,-0.528,0.179,0.326,-0.062,-0.042,0.019,0.043,0.222,-0.223,0.014,0.239,-0.28,-0.01
2016,4,NE,BUF,0,16,-16,0,0,-7.5,7.5,44.5,16,-0.578,-0.383,0.214,-0.842,0.034,0.3,-0.278,-0.16,0.797,0.279,0.383,0.159,-0.433,-0.2,-0.713,0.085
2016,4,ATL,CAR,48,33,15,1,1,3.5,-3.5,50,81,0.365,0.466,0.763,-0.022,0.129,0.288,-0.291,0.028,-0.209,-0.102,0.142,-0.435,0.151,0.362,-0.179,0.044
2016,4,WAS,CLE,31,20,11,1,1,-10,10,45.5,51,0.093,0.271,0.25,0.387,0.22,0.448,-0.043,0.042,-0.132,0.003,0.219,-0.091,0.191,0.102,0.285,0.056
2016,4,SF,DAL,17,24,-7,0,0,3,-3,46,41,0.042,0.139,0.451,0.006,0.082,0.163,0.017,-0.014,-0.05,0.119,0.396,0.131,0.1,0.539,-0.209,-0.069
2016,4,TB,DEN,7,27,-20,0,0,3,-3,44.5,34,-0.737,-0.556,-0.405,-0.602,0.206,0.476,-0.121,0.025,0.83,0.167,0.669,-0.342,-0.666,-0.847,-0.413,-0.003
2016,4,CHI,DET,17,14,3,1,1,3,-3,46,31,0.275,0.177,0.49,-0.082,-0.432,-0.56,-0.221,-0.334,-0.579,-0.511,-0.467,-0.414,0.331,0.616,-0.066,0.263
