year,week,hometeam,awayteam,homescore,awayscore,pointdiff,hwhl,covered,homeline,awayline,predicttotal,actualtotal,home_totaldvoa,home_offensedvoa,home_offpassdvoa,home_offrushdvoa,home_defensedvoa,home_defpassdvoa,home_defrushdvoa,home_stdvoa,visit_totaldvoa,visit_offensedvoa,visit_offpassdvoa,visit_offrushdvoa,visit_defensedvoa,visit_defpassdvoa,visit_defrushdvoa,visit_stdvoa
2016,4,JAC,IND,30,27,3,1,1,2,-2,49.5,57,0.246,-0.006,0.156,-0.211,-0.209,-0.336,-0.006,0.043,-0.157,-0.091,-0.202,0.181,0.139,0.209,0.049,0.073
2016,4,PIT,KC,43,14,29,1,1,-5,5,47.5,57,0.994,0.635,1.119,0.121,-0.323,-0.246,-0.523,0.037,-0.988,-0.311,-0.094,-0.68,0.591,0.871,0.222,-0.086
2016,4,ARI,LARM,13,17,-4,0,0,-8.5,8.5,43.5,30,-0.458,-0.24,-0.229,-0.091,0.123,0.555,-0.493,-0.095,0.188,-0.053,0.357,-0.594,-0.15,-0.05,-0.319,0.091
2016,4,CIN,MIA,22,7,15,1,1,-7,7,44.5,29,0.348,-0.264,0.496,-0.707,-0.521,-0.743,-0.046,0.091,-0.357,-0.502,-0.707,-0.079,-0.145,0.482,-0.637,0
2016,4,SD,NO,34,35,-1,0,0,-4.5,4.5,53.5,69,0.049,-0.217,-0.083,-0.38,-0.228,-0.272,-0.18,0.038,0.111,0.075,0.159,0.049,-0.007,0.137,-0.278,0.029
2016,4,MIN,NYG,24,10,14,1,1,-3.5,3.5,43.5,34,0.173,0.265,0.508,0.072,0.079,0.041,0.149,-0.012,-0.188,0.05,0.063,0.133,0.238,0.445,0.011,0
2016,4,BAL,OAK,27,28,-1,0,0,-3.5,3.5,46.5,55,-0.144,-0.076,-0.077,0.032,-0.049,0.287,-0.726,-0.116,0.29,0.175,0.764,-0.517,0.083,0.11,0.036,0.197
2016,4,NYJ,SEA,17,27,-10,0,0,2.5,-2.5,41.5,44,-0.546,-0.264,-0.369,-0.074,0.303,0.784,-0.294,0.021,0.539,0.232,0.781,-0.147,-0.185,-0.104,-0.337,0.122
2016,4,HOU,TEN,27,20,7,1,1,-6.5,6.5,40.5,47,0.16,-0.147,-0.168,-0.032,-0.175,-0.267,-0.106,0.132,-0.369,-0.092,-0.038,0.023,0.099,0.177,-0.019,-0.177
2017,4,ATL,BUF,17,23,-6,0,0,-8,8,48.5,40,-0.286,-0.11,-0.1,-0.124,0.157,0.614,-0.087,-0.018,0.134,-0.108,0.298,-0.147,-0.164,-0.28,-0.012,0.077
2017,4,NE,CAR,30,33,-3,0,0,-8.5,8.5,48,63,0.119,0.437,0.512,0.273,0.39,0.935,-0.144,0.072,0.351,0.396,1.004,-0.186,0.055,0.09,-0.022,0.01
2017,4,GB,CHI,35,14,21,1,1,-7.5,7.5,45.5,49,0.306,0.255,0.429,0.138,-0.018,-0.009,-0.026,0.033,-0.513,-0.303,-0.429,-0.092,0.184,0.391,-0.074,-0.026
2017,4,CLE,CIN,7,31,-24,0,0,3.5,-3.5,40,38,-1.153,-0.66,-0.742,-0.389,0.283,0.78,-0.234,-0.211,0.595,0.308,0.745,-0.137,-0.168,-0.055,-0.412,0.12
2017,4,MIN,DET,7,14,-7,0,0,-1.5,1.5,42.5,21,-0.055,-0.163,-0.088,-0.225,-0.143,-0.27,0.008,-0.035,0.165,0.007,0.049,0.018,-0.166,-0.267,-0.01,-0.008
2017,4,SEA,IND,46,18,28,1,1,-13.5,13.5,41.5,64,0.465,0.351,0.354,0.348,-0.127,-0.27,0.035,-0.012,-0.678,-0.313,-0.396,-0.096,0.392,0.502,0.305,0.027
2017,4,NYJ,JAC,23,20,3,1,1,3.5,-3.5,39.5,43,0.186,-0.051,-0.064,0.188,-0.225,-0.492,-0.008,0.013,-0.161,-0.134,-0.483,0.142,0.029,-0.218,0.282,0.001
2017,4,DAL,LARM,30,35,-5,0,0,-7.5,7.5,46.5,65,-0.027,0.27,0.314,0.219,0.154,0.191,0.109,-0.144,0.239,0.182,0.319,0.259,0.127,0.164,0.086,0.184
2017,4,MIA,NO,0,20,-20,0,0,2.5,-2.5,50,20,-0.314,-0.27,-0.362,0.047,0.009,0.251,-0.309,-0.036,0.259,0.031,0.184,-0.036,-0.248,-0.486,0.094,-0.02
2017,4,TB,NYG,25,23,2,1,0,-4,4,44,48,0.106,0.341,0.544,0.024,0.137,0.38,-0.269,-0.097,-0.421,-0.002,0.239,-0.395,0.28,0.392,0.1,-0.139
2017,4,DEN,OAK,16,10,6,1,1,-2.5,2.5,46.5,26,-0.001,-0.073,-0.014,0.054,-0.267,-0.068,-0.663,-0.195,-0.44,-0.271,0.027,-0.486,0.256,0.435,0.09,0.087
2017,4,SD,PHI,24,26,-2,0,0,-1,1,46.5,50,0.185,0.365,0.631,0.005,0.102,0.261,-0.012,-0.078,0.214,0.168,0.513,-0.02,0.05,0.104,-0.113,0.097
2017,4,BAL,PIT,9,26,-17,0,0,2.5,-2.5,45,35,0.055,-0.107,0.009,-0.422,-0.156,-0.375,-0.03,0.006,0.166,0.078,0.288,0.117,-0.136,-0.028,-0.438,-0.047
2017,4,ARI,SF,18,15,3,1,0,-7,7,44.5,33,-0.036,-0.224,-0.177,-0.332,-0.227,-0.116,-0.411,-0.039,-0.147,-0.191,-0.072,-0.259,0.049,0.161,-0.195,0.093
2017,4,HOU,TEN,57,14,43,1,1,1.5,-1.5,43.5,71,0.894,0.231,0.551,0.079,-0.593,-1.287,0.109,0.07,-0.972,-0.56,-1.174,0.179,0.419,0.786,0.116,0.007
2017,4,KC,WAS,29,20,9,1,1,-7,7,49.5,49,-0.015,0.363,0.593,0.174,0.255,0.484,0.04,-0.123,0.037,0.104,0.358,-0.142,0.116,0.154,0.072,0.049
2018,4,PIT,BAL,14,26,-12,0,0,-3.5,3.5,51,40,-0.103,-0.017,0.082,-0.468,0.103,0.414,-0.338,0.017,0.433,0.153,0.523,-0.271,-0.266,-0.201,-0.566,0.014
2018,4,GB,BUF,22,0,22,1,1,-10.5,10.5,44.5,22,0.693,0.068,0.115,0.07,-0.57,-0.571,-0.568,0.054,-0.849,-1.085,-1.25,-0.673,-0.236,-0.247,-0.22,0
2018,4,ATL,CIN,36,37,-1,0,0,-5.5,5.5,48,73,-0.04,0.283,0.665,-0.12,0.315,0.397,0.182,-0.008,-0.311,0.168,0.222,0.187,0.421,0.701,-0.016,-0.057
2018,4,OAK,CLE,45,42,3,1,1,-2.5,2.5,44.5,87,0.15,0.128,0.466,-0.349,-0.033,-0.146,0.116,-0.011,-0.476,-0.214,-0.476,0.135,0.09,0.223,-0.174,-0.172
2018,4,DAL,DET,26,24,2,1,0,-3,3,44,50,-0.232,0.079,0.128,0.036,0.33,0.554,-0.002,0.019,0.153,0.308,0.553,0.07,0.163,0.374,-0.018,0.009
2018,4,IND,HOU,34,37,-3,0,0,-2.5,2.5,47,71,0.084,0.021,0.161,-0.219,-0.056,0.118,-0.26,0.006,0.11,0.042,0.267,-0.157,-0.074,0.033,-0.433,-0.006
2018,4,DEN,KC,23,27,-4,0,0,4,-4,55,50,0.246,0.211,-0.039,0.496,-0.111,-0.264,0.125,-0.075,0.043,0.295,0.335,0.378,0.227,0.059,0.429,-0.025
2018,4,NE,MIA,38,7,31,1,1,-7,7,48,45,0.28,0.064,0.212,-0.049,-0.24,-0.069,-0.531,-0.024,-0.614,-0.57,-0.398,-0.76,0.013,0.094,-0.051,-0.03
2018,4,LARM,MIN,38,31,7,1,0,-7,7,48,69,0.816,0.988,1.303,0.38,0.057,0.199,-0.329,-0.115,-0.255,0.246,0.511,-0.459,0.516,0.79,-0.024,0.015
2018,4,NYG,NO,18,33,-15,0,0,3.5,-3.5,50,51,0.155,0.218,0.178,0.325,0.095,-0.097,0.278,0.032,0.306,0.314,0.135,0.477,0.036,0.054,-0.012,0.028
2018,4,JAC,NYJ,31,12,19,1,1,-8.5,8.5,38,43,0.379,0.067,0.5,-0.304,-0.299,-0.206,-0.529,0.012,-0.708,-0.406,-0.297,-0.668,0.311,0.813,-0.216,0.008
2018,4,TEN,PHI,26,23,3,1,1,3,-3,42,49,0.054,0.048,0.347,-0.359,-0.047,-0.052,-0.036,-0.041,-0.139,-0.07,-0.03,-0.102,0.127,0.31,-0.269,0.059
2018,4,ARI,SEA,17,20,-3,0,0,3,-3,37.5,37,-0.149,-0.077,0.265,-0.376,-0.104,-0.377,0.085,-0.176,-0.489,-0.153,-0.242,-0.009,0.233,0.786,-0.226,-0.103
2018,4,SD,SF,29,27,2,1,0,-9.5,9.5,47,56,0.144,-0.044,-0.078,0.009,-0.12,-0.144,-0.077,0.068,-0.207,-0.188,-0.093,-0.275,-0.165,-0.183,-0.136,-0.184
2018,4,CHI,TB,48,10,38,1,1,-3,3,46.5,58,0.947,0.44,1.38,-0.2,-0.436,-0.56,-0.16,0.071,-0.838,-0.211,-0.228,-0.176,0.626,1.408,-0.019,0
2019,4,HOU,CAR,10,16,-6,0,0,-4.5,4.5,46,26,-0.068,-0.311,-0.551,0.217,-0.188,-0.057,-0.376,0.055,0.173,-0.227,-0.153,-0.266,-0.359,-0.777,0.216,0.041
2019,4,PIT,CIN,27,3,24,1,1,-4.5,4.5,44,30,0.552,0.08,0.555,-0.437,-0.405,-0.691,0.066,0.067,-0.78,-0.532,-0.691,-0.068,0.213,0.653,-0.279,-0.035
2019,4,BAL,CLE,25,40,-15,0,0,-5.5,5.5,46.5,65,-0.389,-0.049,-0.096,0,0.419,0.519,0.31,0.079,0.38,0.353,0.399,0.473,-0.005,0.012,-0.023,0.023
2019,4,NO,DAL,12,10,2,1,1,3,-3,46,22,0.091,-0.238,-0.404,-0.008,-0.279,-0.068,-0.513,0.049,0.019,-0.119,0.128,-0.405,-0.181,-0.388,0.011,-0.043
2019,4,DET,KC,30,34,-4,0,1,6.5,-6.5,54,64,0.15,0.02,0.309,-0.212,0.006,0.005,0.008,0.137,-0.105,0.116,0.202,-0.001,0.096,0.19,0,-0.126
2019,4,CHI,MIN,16,6,10,1,1,-3,3,38,22,0.594,0.014,0.481,-0.331,-0.494,-0.585,-0.311,0.086,-0.257,-0.315,-0.368,-0.093,-0.054,0.257,-0.354,0.005
2019,4,BUF,NE,10,16,-6,0,1,7.5,-7.5,43.5,26,-0.051,-0.302,-0.333,0.043,-0.463,-0.75,-0.023,-0.212,-0.053,-0.419,-0.578,-0.02,-0.44,-0.634,-0.13,-0.074
2019,4,IND,OAK,24,31,-7,0,0,-6.5,6.5,44.5,55,-0.38,-0.248,-0.177,-0.31,0.114,0.179,0.051,-0.018,0.286,0.05,0.19,0.13,-0.232,-0.15,-0.378,0.004
2019,4,GB,PHI,27,34,-7,0,0,-4.5,4.5,47.5,61,-0.432,0.028,0.096,0.094,0.347,0.436,0.278,-0.113,0.667,0.508,0.762,0.316,-0.008,0.043,-0.15,0.151
2019,4,MIA,SD,10,30,-20,0,0,16.5,-16.5,45,40,-0.843,-0.363,-0.378,-0.341,0.41,1.026,-0.14,-0.071,0.416,0.204,0.726,-0.261,-0.115,-0.066,-0.186,0.097
2019,4,ARI,SEA,10,27,-17,0,0,4,-4,47,37,-0.09,-0.08,-0.256,0.171,-0.075,-0.268,0.124,-0.085,-0.113,-0.117,-0.202,0.038,-0.007,-0.116,0.14,-0.002
2019,4,LARM,TB,40,55,-15,0,0,-10,10,48.5,95,-0.288,-0.063,0.081,0.252,0.263,0.648,-0.255,0.038,0.362,0.384,0.802,-0.153,0.08,0.117,-0.118,0.058
2019,4,ATL,TEN,10,24,-14,0,0,-5,5,46,34,-0.096,0.049,0.11,-0.017,0.063,0.605,-0.293,-0.082,-0.083,-0.145,0.165,-0.311,0.03,0.057,-0.05,0.092
2019,4,NYG,WAS,24,3,21,1,1,-3,3,46.5,27,0.646,-0.147,0.122,-0.238,-0.841,-1.135,-0.363,-0.049,-0.935,-1.122,-1.481,-0.416,-0.087,0.164,-0.28,0.099
2015,5,DET,ARI,17,42,-25,0,0,2.5,-2.5,44,59,-0.827,-0.289,-0.23,-0.311,0.523,0.418,0.601,-0.016,0.845,0.474,0.685,0.478,-0.33,-0.322,-0.355,0.042
2015,5,TEN,BUF,13,14,-1,0,1,3,-3,42.5,27,0.033,-0.185,0.033,-0.34,-0.215,-0.177,-0.247,0.003,-0.222,-0.198,-0.111,-0.139,-0.001,0.152,-0.164,-0.025
2015,5,KC,CHI,17,18,-1,0,0,-10,10,45.5,35,-0.012,0.002,-0.004,0.01,-0.04,0.08,-0.232,-0.054,0.223,0.131,0.388,-0.079,-0.044,0.012,-0.113,0.047
2015,5,BAL,CLE,30,33,-3,0,0,-6.5,6.5,44,63,-0.138,0.082,-0.144,0.309,0.315,0.542,-0.123,0.095,-0.042,0.136,0.33,-0.047,0.145,0.014,0.278,-0.033
2015,5,OAK,DEN,10,16,-6,0,0,5.5,-5.5,43.5,26,0.06,-0.032,0.215,-0.309,-0.184,-0.049,-0.429,-0.093,0.03,-0.262,-0.161,-0.44,-0.299,-0.252,-0.376,-0.007
2015,5,HOU,IND,20,27,-7,0,0,-1.5,1.5,44.5,47,-0.254,0.111,0.42,-0.239,0.309,0.555,0.039,-0.056,0.145,0.238,0.555,-0.044,0.192,0.483,-0.2,0.099
2015,5,DAL,NE,6,30,-24,0,0,7.5,-7.5,49,36,-0.599,-0.458,-0.654,-0.062,0.096,0.132,0.058,-0.044,0.45,0.099,0.289,-0.008,-0.222,-0.294,-0.109,0.129
2015,5,PHI,NO,39,17,22,1,1,-5,5,48,56,0.383,0.028,-0.077,0.279,-0.286,-0.44,0.021,0.069,-0.601,-0.199,-0.23,-0.139,0.349,0.419,0.263,-0.052
2015,5,SD,PIT,20,24,-4,0,0,-3,3,45.5,44,0.282,0.22,0.527,-0.306,-0.07,-0.221,0.063,-0.008,0.025,0.028,-0.089,0.128,0.063,0.232,-0.299,0.061
2015,5,CIN,SEA,27,24,3,1,0,-3,3,43,51,0.448,0.311,0.708,-0.116,-0.033,-0.256,0.143,0.103,0.27,0.206,0.151,0.383,-0.135,0.064,-0.397,-0.071
2015,5,NYG,SF,30,27,3,1,0,-7,7,43,57,0.237,0.32,0.494,-0.054,0.119,0.355,-0.141,0.035,-0.407,0,0.138,-0.15,0.41,0.586,0.018,0.003
2015,5,ATL,WAS,25,19,6,1,0,-8,8,47.5,44,-0.254,-0.244,-0.476,0.142,-0.176,-0.163,-0.189,-0.186,-0.096,-0.221,-0.068,-0.401,-0.123,-0.378,0.225,0.002
2016,5,SF,ARI,21,33,-12,0,0,2.5,-2.5,42.5,54,-0.028,0.042,-0.283,0.299,-0.002,-0.015,0.008,-0.072,0.03,-0.189,-0.268,-0.019,-0.115,-0.341,0.069,0.105
2016,5,DEN,ATL,16,23,-7,0,0,-4.5,4.5,47,39,-0.003,-0.317,-0.311,-0.251,-0.246,-0.292,-0.209,0.068,0.419,0.182,0.592,-0.131,-0.19,-0.299,-0.051,0.046
2016,5,LARM,BUF,19,30,-11,0,0,-2.5,2.5,40,49,-0.258,-0.348,-0.131,-0.364,-0.049,-0.094,-0.002,0.041,-0.049,0.058,-0.247,0.38,0.114,0.353,-0.106,0.007
2016,5,IND,CHI,29,23,6,1,1,-4.5,4.5,47.5,52,-0.285,-0.173,-0.021,0.066,0.369,0.496,0.114,0.257,0.203,0.271,0.52,0.047,0.014,-0.011,0.077,-0.055
2016,5,DAL,CIN,28,14,14,1,1,0,0,45,42,0.302,0.513,0.618,0.522,0.204,0.204,0.204,-0.006,-0.29,0.136,0.155,0.209,0.319,0.347,0.296,-0.106
2016,5,MIN,HOU,31,13,18,1,1,-6.5,6.5,40,44,0.44,0.14,0.641,-0.181,-0.166,-0.239,0.053,0.134,-0.939,-0.448,-0.485,-0.334,0.232,0.54,-0.023,-0.259
2016,5,CLE,NE,13,33,-20,0,0,10.5,-10.5,46.5,46,-0.305,-0.233,0.092,-0.778,0.072,0.375,-0.247,-0.001,0.219,0.171,0.64,-0.303,-0.138,0.35,-0.969,-0.09
2016,5,GB,NYG,23,16,7,1,0,-7.5,7.5,48,39,0.204,0.158,0.008,0.365,-0.104,-0.054,-0.213,-0.059,0.069,-0.247,-0.156,-0.312,-0.214,-0.366,-0.001,0.102
2016,5,PIT,NYJ,31,13,18,1,1,-7.5,7.5,48.5,44,0.223,0.237,0.489,-0.296,0.164,0.343,-0.17,0.15,-0.138,0.101,0.224,-0.121,0.151,0.48,-0.562,-0.087
2016,5,DET,PHI,24,23,1,1,1,2.5,-2.5,46,47,-0.103,0.006,0.361,-0.3,0.119,0.238,-0.079,0.01,-0.072,-0.175,-0.127,-0.048,-0.068,0.112,-0.263,0.036
2016,5,OAK,SD,34,31,3,1,0,-4,4,51.5,65,-0.255,-0.014,0.186,0.051,0.241,0.617,-0.295,0,0.217,0.211,0.689,-0.347,-0.138,-0.164,-0.097,-0.131
2016,5,CAR,TB,14,17,-3,0,0,-4.5,4.5,45.5,31,-0.138,-0.018,0.042,0.165,-0.044,0.197,-0.242,-0.164,-0.294,-0.108,0.458,-0.291,0.111,0.049,0.181,-0.075
2016,5,MIA,TEN,17,30,-13,0,0,-3.5,3.5,43.5,47,-0.476,-0.467,-0.961,0.079,0.223,0.135,0.277,0.215,0.623,0.41,0.455,0.384,-0.5,-0.847,-0.101,-0.288
2016,5,BAL,WAS,10,16,-6,0,0,-3.5,3.5,46.5,26,-0.123,-0.171,-0.201,0.012,-0.284,-0.151,-0.563,-0.236,0.167,-0.069,0.141,-0.364,-0.017,-0.064,0.086,0.219
2017,5,PHI,ARI,34,7,27,1,1,-6,6,45,41,0.728,0.52,1.051,0.004,0.015,0.191,-0.519,0.223,-0.493,-0.047,0.157,-0.524,0.194,0.554,-0.17,-0.252
2017,5,OAK,BAL,17,30,-13,0,0,-2.5,2.5,40,47,0.154,0.291,0.361,0.234,0.134,0.287,0.033,-0.003,0.085,0.098,0.044,0.187,0.018,-0.104,0.123,0.005
2017,5,CIN,BUF,20,16,4,1,1,-3,3,39,36,0.084,-0.031,0.145,-0.287,-0.191,-0.121,-0.301,-0.076,-0.262,-0.389,-0.372,-0.414,-0.041,0.046,-0.175,0.085
2017,5,DET,CAR,24,27,-3,0,0,-3,3,43.5,51,-0.085,0.052,0.124,-0.115,0.119,0.838,-0.664,-0.018,0.023,0.007,0.675,-0.761,-0.072,-0.068,-0.079,-0.055
2017,5,DAL,GB,31,35,-4,0,0,-2.5,2.5,52.5,66,-0.249,0.111,0.062,0.159,0.371,0.481,0.245,0.011,0.229,0.358,0.378,0.428,0.074,0.245,-0.082,-0.055
2017,5,PIT,JAC,9,30,-21,0,0,-8.5,8.5,44.5,39,-0.061,-0.188,-0.111,-0.272,-0.082,-0.645,0.166,0.045,0.634,-0.027,-0.43,0.214,-0.605,-0.712,-0.355,0.055
2017,5,HOU,KC,34,42,-8,0,0,0,0,47,76,0.172,0.414,0.847,-0.147,0.106,0.602,-0.384,-0.135,-0.169,0.191,0.598,-0.233,0.537,0.969,-0.002,0.177
2017,5,CHI,MIN,17,20,-3,0,0,2,-2,40.5,37,0.084,-0.091,0.146,-0.05,-0.199,-0.32,-0.085,-0.024,0.123,0.041,0.095,-0.009,-0.132,-0.059,-0.19,-0.05
2017,5,TB,NE,14,19,-5,0,0,4.5,-4.5,54,33,0.128,0.215,0.447,-0.092,-0.202,-0.214,-0.184,-0.29,-0.18,-0.029,-0.017,-0.049,0.218,0.25,0.156,0.067
2017,5,CLE,NYJ,14,17,-3,0,0,-1.5,1.5,39,31,-0.244,-0.102,-0.002,-0.145,-0.034,0.067,-0.367,-0.176,-0.248,-0.238,-0.152,-0.256,0.105,0.341,-0.107,0.095
2017,5,NYG,SD,22,27,-5,0,0,-4.5,4.5,44.5,49,0.259,0.062,-0.037,0.327,-0.149,-0.215,-0.065,0.048,-0.312,-0.263,-0.153,-0.167,0.09,-0.142,0.389,0.041
2017,5,LARM,SEA,10,16,-6,0,0,-2.5,2.5,46,26,-0.14,-0.346,-0.329,-0.297,-0.363,-0.37,-0.351,-0.157,0.291,-0.288,-0.052,-0.475,-0.474,-0.532,-0.364,0.106
2017,5,IND,SF,26,23,3,1,1,-1.5,1.5,43,49,-0.329,-0.293,-0.26,-0.194,0.139,0.398,-0.404,0.103,-0.221,-0.158,0.222,-0.664,0.055,0.154,-0.045,-0.009
2017,5,MIA,TEN,16,10,6,1,1,3,-3,43.5,26,0.024,-0.391,-0.649,-0.142,-0.336,-0.174,-0.616,0.079,-0.351,-0.616,-0.335,-0.545,-0.243,-0.408,-0.112,0.022
2018,5,SF,ARI,18,28,-10,0,0,-5.5,5.5,41,46,-0.502,-0.135,0.166,-0.259,0.248,0.426,0.067,-0.118,0.1,0,-0.14,0.133,-0.039,0.028,-0.126,0.062
2018,5,PIT,ATL,41,17,24,1,1,-3,3,56.5,58,0.49,0.287,0.7,0.028,-0.181,-0.218,-0.103,0.022,-0.442,-0.055,-0.022,-0.011,0.296,0.583,0.065,-0.09
2018,5,CLE,BAL,12,9,3,1,1,3,-3,47,21,0.193,-0.022,0.083,-0.081,-0.262,-0.314,-0.16,-0.047,-0.068,-0.186,-0.188,-0.182,-0.164,-0.151,-0.182,-0.046
2018,5,HOU,DAL,19,16,3,1,0,-3,3,45,35,0.043,-0.172,0.127,-0.487,-0.291,-0.24,-0.336,-0.077,-0.135,-0.263,-0.3,-0.156,-0.125,0.143,-0.515,0.002
2018,5,NYJ,DEN,34,16,18,1,1,-2.5,2.5,43,50,0.167,0.302,0.277,0.316,0.154,0.267,-0.162,0.019,-0.355,0.009,0.043,-0.086,0.267,0.064,0.384,-0.096
2018,5,DET,GB,31,23,8,1,1,1,-1,51,54,-0.358,-0.165,-0.072,-0.034,0.245,0.33,0.029,0.052,-0.355,0.186,0.17,0.229,0.099,0.142,0.063,-0.441
2018,5,NE,IND,38,24,14,1,1,-10,10,53,62,0.458,0.277,0.458,0.211,-0.147,-0.129,-0.193,0.033,-0.137,-0.055,0.029,-0.151,0.082,0.128,0.011,0
2018,5,KC,JAC,30,14,16,1,1,-3,3,48.5,44,0.239,0.147,0.333,0.135,0.009,-0.098,0.346,0.101,-0.102,-0.336,-0.419,-0.082,-0.252,-0.383,-0.076,-0.017
2018,5,SEA,LARM,31,33,-2,0,1,7,-7,49,64,0.21,0.377,0.837,0.183,0.017,0.155,-0.123,-0.151,-0.047,0.225,0.432,0.186,0.239,0.45,0.109,-0.033
2018,5,CIN,MIA,27,17,10,1,1,-5.5,5.5,50,44,-0.463,-0.357,-0.143,-0.44,-0.111,-0.245,0.083,-0.216,0.142,-0.227,-0.415,0.11,-0.15,0.016,-0.363,0.219
2018,5,PHI,MIN,21,23,-2,0,0,-3,3,44.5,44,0.071,0.187,0.659,-0.2,0.147,0.259,-0.077,0.031,-0.129,0.112,0.254,-0.078,0.13,0.308,-0.178,-0.111
2018,5,CAR,NYG,33,31,2,1,0,-6,6,44,64,-0.235,-0.275,-0.033,-0.326,0.093,0.419,-0.586,0.133,0.38,0.084,0.473,-0.585,-0.246,-0.06,-0.432,0.049
2018,5,SD,OAK,26,10,16,1,1,-6.5,6.5,51.5,36,0.416,0.372,1.326,-0.304,-0.1,-0.101,-0.099,-0.055,-0.644,-0.279,-0.156,-0.088,0.271,1.089,-0.409,-0.094
2018,5,BUF,TEN,13,12,1,1,1,3,-3,39.5,25,0.006,-0.315,-0.469,-0.205,-0.444,-0.596,-0.301,-0.124,0.051,-0.303,-0.394,-0.144,-0.177,-0.069,-0.221,0.177
2018,5,NO,WAS,43,19,24,1,1,-6.5,6.5,51.5,62,0.329,0.303,0.691,-0.07,-0.059,0.044,-0.232,-0.033,-0.466,-0.219,-0.329,-0.025,0.267,0.49,0.062,0.02
2019,5,CIN,ARI,23,26,-3,0,0,-4,4,48,49,-0.171,0.087,0.331,-0.15,0.304,0.33,0.283,0.046,-0.143,0.216,0.2,0.376,0.271,0.404,0.067,-0.088
2019,5,HOU,ATL,53,32,21,1,1,-4.5,4.5,48.5,85,0.308,0.303,1.034,-0.076,-0.046,0.107,-0.278,-0.041,-0.509,-0.007,0.206,-0.274,0.465,1.136,-0.15,-0.037
2019,5,PIT,BAL,23,26,-3,0,1,4,-4,42.5,49,-0.016,-0.387,-0.459,-0.113,-0.42,-0.807,-0.199,-0.049,0.163,-0.247,-0.697,-0.01,-0.243,-0.402,-0.003,0.166
2019,5,TEN,BUF,7,14,-7,0,0,-2.5,2.5,38.5,21,-0.447,-0.212,0.066,-0.178,-0.024,0.042,-0.114,-0.259,0.135,0.056,0.061,0.05,-0.053,-0.048,-0.057,0.026
2019,5,OAK,CHI,24,21,3,1,1,5.5,-5.5,41,45,0.441,0.331,0.379,0.354,-0.159,-0.129,-0.213,-0.049,-0.276,-0.217,-0.114,-0.155,0.196,0.302,0.134,0.137
2019,5,SF,CLE,31,3,28,1,1,-3,3,47.5,34,0.976,0.195,0.27,0.187,-0.864,-1.313,-0.231,-0.083,-0.972,-0.777,-1.058,-0.115,0.232,0.27,0.201,0.037
2019,5,SD,DEN,34,27,7,1,1,-6.5,6.5,44,61,-0.253,-0.448,-0.349,-0.707,-0.032,-0.308,0.189,0.163,0.08,-0.165,-0.595,0.245,-0.452,-0.388,-0.622,-0.207
2019,5,DAL,GB,24,34,-10,0,0,-4,4,48,58,-0.157,0.174,0.307,0.073,0.159,0.15,0.168,-0.172,0.183,0.153,0.144,0.282,0.015,0.014,0.018,0.045
2019,5,KC,IND,13,19,-6,0,0,-10,10,57,32,-0.177,-0.184,0.004,-0.341,-0.001,-0.018,0.008,0.006,0.354,0.033,0.074,0.012,-0.251,-0.233,-0.297,0.07
2019,5,SEA,LARM,30,29,1,1,1,1,-1,49,59,0.276,0.429,1.61,0.024,0.161,0.319,-0.2,0.008,-0.101,0.158,0.416,-0.131,0.281,1.078,-0.057,0.022
2019,5,NYG,MIN,10,28,-18,0,0,4.5,-4.5,45,38,-0.302,-0.13,-0.164,-0.075,0.197,0.625,-0.259,0.025,0.445,0.107,0.618,-0.075,-0.26,-0.238,-0.298,0.078
2019,5,WAS,NE,7,33,-26,0,0,14.5,-14.5,46,40,-0.611,-0.501,-0.786,0.058,0.109,0.125,0.082,-0.001,0.733,0.123,0.221,0.073,-0.508,-1.06,0.173,0.101
2019,5,PHI,NYJ,31,6,25,1,1,-14,14,44.5,37,0.736,0.014,0.186,-0.095,-0.699,-1.077,-0.158,0.022,-0.772,-0.872,-1.369,-0.135,-0.05,0.091,-0.185,0.049
2019,5,NO,TB,31,24,7,1,1,-5.5,5.5,47,55,0.273,0.289,0.673,-0.105,-0.056,-0.093,-0.014,-0.072,-0.315,-0.153,-0.163,0.026,0.241,0.637,-0.231,0.079
2015,6,PIT,ARI,25,13,12,1,1,3,-3,44,38,0.444,0.26,0.602,0.114,-0.075,0.051,-0.357,0.109,0.223,0.189,0.5,-0.431,-0.112,0.097,-0.246,-0.078
2015,6,NO,ATL,31,21,10,1,1,3,-3,51,52,-0.327,0.122,0.445,-0.191,0.257,0.178,0.423,-0.192,-0.456,-0.192,-0.291,0.114,0.08,0.327,-0.201,-0.185
2015,6,SF,BAL,25,20,5,1,1,3,-3,44,45,-0.17,0.008,0.51,-0.471,0.118,0.235,-0.077,-0.059,-0.196,-0.088,-0.006,-0.136,0.19,0.738,-0.46,0.082
2015,6,SEA,CAR,23,27,-4,0,0,-6.5,6.5,42,50,0.387,0.356,0.64,0.063,-0.014,-0.165,0.124,0.016,0.443,0.202,0.166,0.408,-0.204,-0.203,-0.204,0.037
2015,6,DET,CHI,37,34,3,1,1,-2.5,2.5,44,71,-0.12,-0.028,0.168,-0.319,-0.027,0.152,-0.23,-0.119,0.015,0.004,0.089,-0.097,0.085,0.215,-0.099,0.096
